ID,YardName,Polygon_WKT,Main_Direction
111,AMORY,"POLYGON ((-88.47830056837574 33.97018167478915, -88.49537540834531 33.9816871222722, -88.50171226814496 33.99569755719641, -88.49574459962015 33.99154319071435, -88.47830056837574 33.97018167478915))","((-88.47830056837574, 33.97018167478915), (-88.50171226814496, 33.99569755719641))"
112,APPLE,"POLYGON ((-120.2688479858275 47.38482922684895, -120.2906827710871 47.39024779840791, -120.2981224592483 47.40885218061996, -120.2974849026625 47.40891253753136, -120.2688479858275 47.38482922684895))","((-120.26884798582749, 47.38482922684895), (-120.29812245924826, 47.40885218061996))"
113,APPLE YARD,"POLYGON ((-120.2688479858275 47.38482922684895, -120.2936894406731 47.3920235925379, -120.2981151738628 47.40886091062217, -120.2974849026625 47.40891253753136, -120.2688479858275 47.38482922684895))","((-120.26884798582749, 47.38482922684895), (-120.29811517386277, 47.408860910622174))"
114,ARDMORE,"POLYGON ((-97.12709818011366 34.16832439752534, -97.12526192167749 34.17342355199806, -97.11937869851468 34.17958497857348, -97.11927066549249 34.17895218415975, -97.12709818011366 34.16832439752534))","((-97.12709818011366, 34.16832439752534), (-97.11937869851468, 34.17958497857348))"
115,ARGENTINE,"POLYGON ((-94.73702207837701 39.07014601317599, -94.70058333350048 39.08930647164847, -94.64497781524862 39.07311159153759, -94.6454146354456 39.07266281477399, -94.73702207837701 39.07014601317599))","((-94.73702207837701, 39.07014601317599), (-94.64497781524862, 39.07311159153759))"
116,ARGENTINE YARD,"POLYGON ((-94.68309524900091 39.08264252907762, -94.68548348341405 39.08222427591058, -94.70413173280809 39.08750165101533, -94.68532682113597 39.08832295259022, -94.68309524900091 39.08264252907762))","((-94.68309524900091, 39.082642529077624), (-94.7041317328081, 39.08750165101533))"
117,ARGO,"POLYGON ((-122.3200842142917 47.55421566613475, -122.3207020780266 47.55356845643905, -122.3369316765829 47.56725992637986, -122.3362950620152 47.56734815344547, -122.3200842142917 47.55421566613475))","((-122.3200842142917, 47.55421566613475), (-122.33693167658285, 47.56725992637986))"
118,ARGO YARD,"POLYGON ((-122.3191062484632 47.55346178668856, -122.3196564453067 47.552757242944, -122.3253076120772 47.5576713485771, -122.3228311401774 47.55666758236103, -122.3191062484632 47.55346178668856))","((-122.31910624846323, 47.55346178668856), (-122.3253076120772, 47.5576713485771))"
119,ARKANSAS CITY,"POLYGON ((-97.03242193527976 37.04047944511867, -97.03330790231567 37.0705229302574, -97.02892674800496 37.09330887861051, -97.0285119382218 37.09282935833994, -97.03242193527976 37.04047944511867))","((-97.03242193527976, 37.04047944511867), (-97.02892674800496, 37.093308878610515))"
120,ARLINGTON,"POLYGON ((-122.1285009368567 48.1901209314311, -122.1292644522658 48.1905183041093, -122.1275220264624 48.19499836418007, -122.1273235890448 48.19238957191061, -122.1285009368567 48.1901209314311))","((-122.12850093685668, 48.1901209314311), (-122.12752202646237, 48.19499836418007))"
121,ARLINGTON YARD,"POLYGON ((-122.1285600084233 48.19006979022831, -122.1292273645916 48.19062988961107, -122.1272255658793 48.19318797364136, -122.1270980927883 48.19192090933672, -122.1285600084233 48.19006979022831))","((-122.12856000842328, 48.190069790228314), (-122.12722556587927, 48.19318797364136))"
122,ARMOREL #1,"POLYGON ((-89.8311450969948 35.92018312727802, -89.84003787871845 35.92031785886905, -89.84468806696815 35.92121577470476, -89.82647155825494 35.92101738065993, -89.8311450969948 35.92018312727802))","((-89.84468806696815, 35.921215774704756), (-89.82647155825494, 35.921017380659926))"
123,ARMOREL #2,"POLYGON ((-89.72467973619706 35.93851367389018, -89.72593869781988 35.94020338040295, -89.72529836646528 35.94420609143358, -89.72479231246511 35.94382667013807, -89.72467973619706 35.93851367389018))","((-89.72467973619706, 35.93851367389018), (-89.72529836646528, 35.94420609143358))"
124,AUBURN,"POLYGON ((-122.22998841883 47.27254964681597, -122.2308759010548 47.27262143710236, -122.2319205139397 47.30127299349508, -122.2294830146394 47.29624113548494, -122.22998841883 47.27254964681597))","((-122.22998841883002, 47.272549646815975), (-122.23192051393973, 47.301272993495076))"
125,AUBURN YARD,"POLYGON ((-122.2299788004369 47.2726680563857, -122.2308757812838 47.27261924946421, -122.2321697622676 47.30304025888162, -122.2314832262725 47.30167129077445, -122.2299788004369 47.2726680563857))","((-122.22997880043692, 47.272668056385704), (-122.23216976226763, 47.303040258881616))"
126,AVONDALE,"POLYGON ((-94.57966586891106 39.12136225200613, -94.56341693236881 39.13912235202906, -94.54855560671902 39.14676553289641, -94.56869926598077 39.12407390404911, -94.57966586891106 39.12136225200613))","((-94.57966586891106, 39.12136225200613), (-94.54855560671902, 39.14676553289641))"
127,AVONDALE (BNSF),"POLYGON ((-90.18431841331987 29.91502714407783, -90.2152894137007 29.91936312586655, -90.24629361098567 29.93351768181843, -90.17811767062169 29.91660278615765, -90.18431841331987 29.91502714407783))","((-90.24629361098567, 29.93351768181843), (-90.17811767062169, 29.91660278615765))"
128,AVONDALE INTRMDL,"POLYGON ((-90.19801680021689 29.91665099364817, -90.20291567255622 29.91666815290949, -90.2051724459491 29.91795797931441, -90.19834698741805 29.91730003678192, -90.19801680021689 29.91665099364817))","((-90.19801680021689, 29.91665099364817), (-90.2051724459491, 29.917957979314405))"
129,BADEN,"POLYGON ((-90.21687380366799 38.70373527900323, -90.22299824034313 38.70947028439441, -90.22063011640748 38.71946961760013, -90.22009927835749 38.71912197856253, -90.21687380366799 38.70373527900323))","((-90.216873803668, 38.703735279003226), (-90.22063011640748, 38.719469617600126))"
130,BAKERSFIELD YARD,"POLYGON ((-119.0337505742943 35.36857312311435, -119.0555150046772 35.37160378941784, -119.0114558432444 35.37141021331511, -119.0118521521196 35.3709186514856, -119.0337505742943 35.36857312311435))","((-119.05551500467719, 35.37160378941784), (-119.01145584324438, 35.37141021331511))"
131,BALMER,"POLYGON ((-122.3746439055465 47.63083538980734, -122.3815569608442 47.63518143449536, -122.3892409241818 47.6590769738823, -122.3765483347358 47.65465101243716, -122.3746439055465 47.63083538980734))","((-122.37464390554653, 47.630835389807345), (-122.38924092418179, 47.6590769738823))"
132,BALMER YARD,"POLYGON ((-122.3766860929894 47.6323139781493, -122.380767063637 47.63499326216418, -122.3892355515028 47.65907945614426, -122.380448783186 47.65128304742942, -122.3766860929894 47.6323139781493))","((-122.37668609298942, 47.6323139781493), (-122.38923555150278, 47.659079456144255))"
133,BARSTOW YARD,"POLYGON ((-117.0950350580571 34.88354901350476, -117.0934481048448 34.89819790365743, -117.028764901819 34.90495206813866, -116.9879773281375 34.88594492978567, -117.0950350580571 34.88354901350476))","((-117.09503505805705, 34.88354901350476), (-116.98797732813753, 34.885944929785666))"
134,BAY,"POLYGON ((-122.4304320180955 47.24111841635347, -122.422889831325 47.2442570824789, -122.407903816513 47.24237796877205, -122.4083313436501 47.24191230184703, -122.4304320180955 47.24111841635347))","((-122.43043201809549, 47.241118416353466), (-122.40790381651304, 47.24237796877205))"
135,BAYSIDE,"POLYGON ((-122.2169366005616 47.97959838474323, -122.2143235906347 48.00832690620481, -122.212169735978 48.01106958479159, -122.2130849310939 47.99144686150241, -122.2169366005616 47.97959838474323))","((-122.21693660056164, 47.979598384743234), (-122.21216973597798, 48.01106958479159))"
136,BAYSIDE YARD,"POLYGON ((-122.2169529602804 47.9795856331158, -122.2141576465794 48.00790803524173, -122.2121628431314 48.01106839457553, -122.2131978945345 47.99045283386634, -122.2169529602804 47.9795856331158))","((-122.21695296028042, 47.9795856331158), (-122.2121628431314, 48.01106839457553))"
137,BEARDSTOWN,"POLYGON ((-90.41706686775331 39.98800130010272, -90.41861251332608 39.99051340660859, -90.41829485778953 40.0055987297161, -90.4171215558756 40.00160526479265, -90.41706686775331 39.98800130010272))","((-90.4170668677533, 39.98800130010272), (-90.41829485778953, 40.0055987297161))"
138,BEAUMONT,"POLYGON ((-94.11200943299845 30.08876894918419, -94.11803343808138 30.09393620419149, -94.12145911126464 30.10138389124589, -94.11672396915989 30.09606654832368, -94.11200943299845 30.08876894918419))","((-94.11200943299845, 30.08876894918419), (-94.12145911126464, 30.10138389124589))"
139,BELEN,"POLYGON ((-106.7700043634786 34.6282711499676, -106.7738162264339 34.63205103666811, -106.7666414625364 34.66325658716919, -106.7639824706722 34.63034764505932, -106.7700043634786 34.6282711499676))","((-106.77000436347859, 34.6282711499676), (-106.76664146253643, 34.663256587169194))"
140,BELLINGHAM,"POLYGON ((-122.4862638182535 48.75391269518739, -122.486670906724 48.75311787889517, -122.506724933111 48.76154231532758, -122.4935635001914 48.7581329767708, -122.4862638182535 48.75391269518739))","((-122.48626381825352, 48.75391269518739), (-122.50672493311102, 48.76154231532758))"
141,BELLINGHAM YARD,"POLYGON ((-122.4854153721065 48.75343492757728, -122.4858282708803 48.75264186805266, -122.506722062071 48.76154964350241, -122.4925807557308 48.75778720506772, -122.4854153721065 48.75343492757728))","((-122.48541537210647, 48.75343492757728), (-122.50672206207099, 48.761549643502406))"
142,BIG LIFT AUTORAMP,"POLYGON ((-105.012450685524 39.49739012971393, -105.0172735058304 39.50428020512778, -105.016347806808 39.50767074657816, -105.0121628216461 39.50013735885399, -105.012450685524 39.49739012971393))","((-105.012450685524, 39.49739012971393), (-105.01634780680799, 39.50767074657816))"
143,BILLINGS,"POLYGON ((-108.5272267767891 45.76939712812654, -108.520018229297 45.7742886047356, -108.5057833361911 45.78025151908668, -108.5109250441986 45.77576945021135, -108.5272267767891 45.76939712812654))","((-108.52722677678913, 45.76939712812654), (-108.50578333619114, 45.780251519086676))"
144,BOISE CITY,"POLYGON ((-102.5167359776781 36.71611186087799, -102.5169986936777 36.7169704824685, -102.5077383162844 36.71963746800917, -102.5080111896318 36.71906684851925, -102.5167359776781 36.71611186087799))","((-102.51673597767808, 36.716111860877994), (-102.50773831628437, 36.71963746800917))"
145,BRAINERD,"POLYGON ((-94.19089569017265 46.35794179394101, -94.19089213839783 46.35704742600802, -94.20075599646479 46.35746298031466, -94.19932212352667 46.35803713487464, -94.19089569017265 46.35794179394101))","((-94.19089213839783, 46.357047426008016), (-94.20075599646479, 46.35746298031466))"
146,BRECKENRIDGE,"POLYGON ((-96.57349632607885 46.26207849737074, -96.59332217807896 46.26232766670824, -96.59376259646146 46.26278310708742, -96.56184042841787 46.26273450676826, -96.57349632607885 46.26207849737074))","((-96.59376259646146, 46.262783107087415), (-96.56184042841787, 46.26273450676826))"
147,BRICK,"POLYGON ((-108.4456112987613 45.80460430234942, -108.4460341717987 45.80539482252311, -108.4275240046261 45.8163409464097, -108.4266382080161 45.81326879090356, -108.4456112987613 45.80460430234942))","((-108.44561129876126, 45.80460430234942), (-108.42752400462605, 45.8163409464097))"
148,BROWNWOOD,"POLYGON ((-98.94630575592647 31.70013575528725, -98.94670512619312 31.69934282864347, -98.98926050341048 31.7136200512664, -98.97065403153393 31.71714645755396, -98.94630575592647 31.70013575528725))","((-98.94630575592647, 31.70013575528725), (-98.98926050341048, 31.713620051266396))"
149,BUENA VISTA,"POLYGON ((-91.42543780867497 40.38611499776096, -91.43689136334498 40.38664049279961, -91.4418578587581 40.38925306693814, -91.42931592984191 40.38734750666954, -91.42543780867497 40.38611499776096))","((-91.42543780867497, 40.386114997760956), (-91.4418578587581, 40.38925306693814))"
